x_1,x_2,x_3,x_4,y
-38.89921333363096,-58.64306178670622,-46.13808092913572,-57.67221859158169,-24.071903740047485
-32.49997263648798,-48.30113707829384,-38.484860161257956,-61.64479538771388,-29.57111999681071
-32.88386720019191,-38.875086951188614,-42.54894395317798,-57.52391150524675,-31.110948102068612
-35.1072719517863,-49.17362509064628,-42.64916115643857,-51.2794858257937,-30.201420352497404
-35.84182361919744,-55.461806462747695,-43.77067242976273,-59.41690615264013,-30.90733037935623
-33.61530773496068,-48.90364794564374,-45.033229946796226,-56.347413280760726,-25.03912734882269
-38.70606077888973,-57.73368012164127,-46.78517921065747,-61.15549633343767,-26.86841526007142
-35.63114705333576,-47.872614671057896,-36.417449247936396,-52.30922114306163,-25.94838851193156
-37.11485113864016,-53.39305940163972,-41.937014673044466,-59.16759615497131,-26.862881078343612
-30.096588584897358,-41.64569213028153,-44.30893915074664,-52.126474008878915,-30.00088927339524
-36.215356866101665,-44.232208513523844,-46.67846005453161,-46.09326803092808,-27.007155648621183
-32.62927831952572,-58.07474447333254,-34.29704660081341,-54.27055363876426,-27.910327077723835
-31.038926684161897,-56.93845354179357,-48.0504470805985,-53.167191957281716,-28.618926873741277
-34.400579445192996,-51.138330779617476,-41.340871090795574,-50.996974551489735,-22.98426594454646
-31.4463136123832,-49.45480080693865,-41.077982485286874,-56.616174730733775,-26.23676321050792
-31.333919393732476,-50.82696384065109,-39.35615773286103,-44.68351909732864,-24.82821881586896
-31.49507831296996,-53.81258494860357,-40.54794283320938,-50.16866398164197,-25.691772318322684
-34.49405036518227,-49.8071564910411,-37.75855996747792,-53.91718625094043,-26.359633270485688
-29.311852901971086,-47.12370600061555,-44.916335978394955,-48.90306527986555,-26.675972733969772
-33.83772559167887,-49.13880232896027,-34.562076202855295,-54.55204000707083,-25.099063186096902
-32.12470333358145,-51.28956959405663,-38.211322558760536,-50.571869236298255,-23.791870146680605
-35.7702890518658,-49.8512452403294,-37.47465417441146,-50.694029516289184,-24.39039165855199
-31.656693777491974,-44.42036408458353,-33.4680221712901,-52.185409770695564,-23.399230757461506
-32.67478360443537,-45.54409263787546,-40.96703672942583,-53.754170869858704,-24.492881113090256
-32.75417798124609,-50.88015564871078,-40.60700619369849,-50.702055382616486,-23.218650385476803
-30.27025593011331,-40.16048139863431,-40.813241300480165,-49.643086839388765,-25.542910199494646
-34.41719508371579,-55.998739966157046,-39.26598555853551,-50.76860307781355,-23.462781958976226
-29.96645925964421,-45.41970854132016,-38.39994377850123,-51.23571931120409,-25.031547628465496
-33.02727588975054,-45.25792655918754,-38.239618568356455,-52.2629231981695,-26.50365986137069
-28.903287456566492,-47.07245512293752,-40.65295752404248,-47.81769648267881,-26.156997881447644
-32.74968313322269,-46.53285142545042,-40.210699185472166,-50.382879404413245,-23.76900732859816
-32.556849611706056,-45.779608088645816,-38.48978424364275,-41.3560874748271,-26.10462176576349
-29.96431229129792,-40.70470061929263,-40.252904597092034,-47.77650264446025,-26.49906879355025
-25.735419703153497,-43.62998869406074,-35.52709637918767,-49.9284992657032,-23.07087139478616
-28.242090714708432,-50.35011911524803,-35.6868319824498,-49.83938657446448,-22.604438897830388
-28.028363881269,-40.951783298737155,-43.07213494069599,-48.73149627275141,-22.29635539635179
-30.469065926488007,-43.658126957354526,-35.21713418805137,-41.32878752986554,-20.063604399396922
-25.973092581914845,-42.40760838961565,-35.289507344792526,-46.72562167926208,-21.89679140893526
-23.730382627254556,-43.60734533702005,-39.36090765158407,-41.828891346445396,-24.336774997291432
-30.447377183332293,-44.22102053631012,-38.91255076046939,-44.31604899303781,-22.44728823350336
-28.642173837978337,-40.015621001613646,-39.841418881445065,-43.32611471333219,-23.891242489713626
-29.60233891727374,-42.40100477105757,-40.610486784749455,-43.495996392468086,-22.45754453202954
-29.28083366992174,-38.11326349427521,-39.734055800760494,-39.05756017592008,-25.15288967084235
-24.582398911813886,-46.64126243469045,-34.066965942188595,-39.15291273228481,-22.15294462148614
-29.25936351163884,-48.15516682230358,-35.73857659888553,-42.290856692917906,-22.244857004030752
-25.136016043112264,-40.24198598670329,-36.02518017810507,-42.79063911299915,-20.926669960602162
-30.349256164376463,-37.01280651270622,-38.05733091000477,-40.41105220820248,-24.3338307000886
-24.218861837530863,-40.88768113973134,-29.46836381776928,-44.0643706676326,-21.09287646592084
-24.821623462197344,-43.81904403774178,-32.80323608557806,-48.19239666182078,-20.344087342517184
-26.767089497738816,-34.25374638238139,-33.54988141534758,-42.49513120662076,-22.287622012738215
-23.96933402318653,-41.504591695108275,-31.014881450190583,-36.994212529392534,-21.18496536938994
-27.615025944157196,-37.8240400767995,-34.13662426875276,-44.76468001261195,-21.70887237514305
-28.098005362045303,-35.58420358857871,-35.99790408357264,-42.95554704408751,-18.926120712531922
-24.787682835780508,-38.636446834081255,-32.42028434759797,-42.94527727004584,-18.467248098676873
-26.40427146366516,-35.27041169086961,-37.61946347982871,-41.282325416047854,-23.443555822373806
-30.009416357898413,-42.51807515483715,-34.53915912675944,-37.28328252223418,-21.58391667796212
-29.16589364299128,-46.956414303906286,-31.564998679966784,-41.7146220078896,-19.265300387916
-27.013221994353632,-39.517693407592944,-36.6861948079238,-39.43138352873684,-17.933398748745162
-22.903677309659386,-36.325586706354706,-32.29625170887591,-43.86560548589324,-22.782799029145686
-25.719561931844247,-39.1472348105453,-27.994387770458697,-44.34773044332892,-22.285311028128888
-26.049181379541817,-36.61349000844317,-36.048300004284336,-35.421723537590964,-20.265734701794273
-24.071582357644104,-37.2646974801665,-31.73317422600017,-34.245351593006184,-18.312957012027955
-22.49351680702974,-35.83922876866895,-31.047568793054527,-37.329552262521624,-19.18881959481977
-23.759805868197073,-43.04840417477409,-28.11442079546407,-36.88651890472932,-19.509891492276264
-26.853918106020714,-41.7938358383838,-29.974601753159497,-31.66205046199525,-18.311557682992756
-23.432638864309375,-34.41839242282383,-34.55362609294297,-35.91732251604952,-18.75924144470573
-25.793265624079833,-36.42198018698642,-31.67838281900458,-36.60351920002779,-18.15209171584362
-24.448139766689785,-37.12718553151415,-31.41286373533136,-38.75119642982226,-20.108436528302896
-26.36729672263189,-37.12011659066033,-29.99811107579196,-42.90836461672349,-17.597192234617197
-21.852103319577402,-35.87030119311621,-28.36110131520693,-38.436767774094406,-15.592508612995285
-22.833773629522195,-36.4900661969671,-29.203541290178766,-40.822482663611446,-15.90032262187712
-24.295857556001206,-37.477226821063226,-31.57371884396247,-32.94975026556136,-17.887185028216656
-24.42758697290356,-36.7173013609188,-29.823107321648372,-33.85567011733371,-16.928708152876766
-19.483772770538124,-35.57851953312401,-30.562846220742962,-39.006790020640146,-18.035525504911966
-23.869294287981234,-36.14497627408381,-29.889001871577765,-35.4373040108512,-18.417515166141094
-22.081880612365897,-33.15274026820462,-27.836070503692,-35.63939651567735,-17.718390451029617
-21.55534558763096,-38.04675176427069,-27.50466324129325,-34.16424119716898,-17.875794985473906
-21.28762404483522,-27.885836030525965,-28.751963778989964,-33.57453759128589,-18.541844732433912
-25.32235499548598,-31.53986662977611,-28.793840755904583,-35.61291201681061,-16.287642128466462
-22.409092949673177,-32.03123057464044,-27.052849313791736,-37.10913910622966,-15.239434469543838
-22.019686835046315,-33.61422084747594,-26.70273981773336,-35.084587184756266,-17.678531223019835
-19.761800864077486,-33.93118863963203,-30.700995500030444,-37.54973576412176,-16.385953124663406
-22.320605942570452,-27.617520306945742,-25.280169347444637,-29.345930695991534,-16.807626110566698
-20.75139824083284,-34.566601800172336,-27.619227697322152,-32.316802645945145,-14.942924511275024
-19.144900789787517,-32.56447010221447,-29.970096421840097,-34.02408552105834,-16.22950175187618
-22.59356153549955,-27.620744300331406,-30.26236345488485,-30.4553687201872,-14.803413428933425
-19.94563470029223,-31.870717571116902,-25.73914321306837,-33.09533099395795,-15.567289533036975
-20.239067771630605,-27.99567414908044,-28.327787562568844,-33.09328095500107,-15.079643090026412
-19.28850774686985,-30.022455976995943,-27.710079825838832,-32.35196283188803,-15.99124795388002
-19.842083835440867,-25.331668367409414,-28.12936261980293,-31.35260518883149,-17.05994550412385
-20.15174949705403,-28.453155274121123,-26.334613048325444,-32.306788908559426,-15.86497609289257
-20.608190978543714,-31.10459615151755,-27.374354950940987,-32.984667287836835,-16.912596061644436
-19.140167789310137,-30.800772397070034,-27.761683098624268,-30.543368880448806,-14.035531630427881
-18.18038638137249,-29.445556590821436,-22.31500459362974,-30.705592127457304,-16.947070795608322
-19.610452281091984,-30.462443950495476,-25.569860562786396,-32.35635539534514,-15.82376278589431
-19.935939372273204,-26.145528796578844,-27.190530251179823,-28.2326020877924,-13.707806601120812
-19.80976459736066,-26.28221627473147,-24.370273078027424,-26.49466266367759,-14.217693943153643
-21.576199188219643,-29.64562064446221,-27.067062678963254,-24.48323555478798,-15.921478369852888
-19.349989283470975,-28.652294206148188,-23.993896323398417,-27.20738356250072,-14.688258482310511
-17.419111746508584,-25.882298443887617,-24.990790158010082,-26.245658440722043,-14.722647406870715
-18.754441510302136,-25.62150086183066,-26.006310464382178,-34.249798113636054,-14.083459370980021
-15.082617313072445,-25.258439550456487,-23.726638976082835,-30.551354780844374,-15.53558377073548
-15.569463638752014,-26.871009977349342,-23.137757927875512,-29.82206689845797,-14.676962468389547
-17.887096758374977,-31.255531497273378,-27.099843799927946,-25.2019510251424,-12.967470672264948
-13.990362165867314,-27.904827224684595,-23.110271516328652,-28.369152417479754,-13.754602912530219
-16.534137098096597,-29.865670425603966,-23.896057050507753,-29.180131734953267,-14.608632307021093
-16.76256116052684,-25.103885508351002,-22.727648230176378,-28.334928083426977,-11.729809619639653
-15.483260004349653,-26.177540569569963,-23.52445192260587,-30.193904633996926,-12.202133133733062
-16.838275333561707,-29.229919334687224,-19.914562411240894,-25.808849109064187,-12.690673647663278
-17.359264919805142,-25.74046069314873,-23.908666597611834,-28.665294299186705,-13.666438681653338
-16.90650945929672,-24.539326956336346,-20.32623906981663,-27.24525712270185,-12.27673032944122
-16.795536909397068,-24.543281390709407,-18.068820766361203,-26.646605081698382,-12.964583903169615
-16.446603285525796,-24.752167150067763,-23.508424801248758,-27.52368831704125,-13.969614737257022
-13.286999792934548,-22.865672010921518,-21.022369409170807,-25.374695778580772,-13.5611445731524
-16.939261156806307,-25.444256551707657,-22.87080522061399,-22.540547910268533,-13.442445218175989
-14.451216797883347,-24.21671734999276,-19.382066857092294,-23.446115532094865,-11.730631730300486
-17.382555318272207,-25.398065049109096,-20.121350740609465,-22.899852540592857,-10.698580442367104
-14.589255109556605,-22.74112503367497,-19.469476157618324,-25.191837243868072,-12.747354251055306
-15.59364153662419,-24.628270257491835,-20.8080518846346,-27.34824829835441,-10.081371096929809
-16.2130814042868,-20.381432929386442,-23.017175679873155,-24.577517416008664,-11.153144764203443
-13.628996624300587,-23.88075614443963,-17.493671206954915,-21.807552035063953,-11.886277267897533
-13.338513993428075,-22.19204944056677,-21.232822175475153,-21.49028394136887,-12.245448022808853
-14.461739685139326,-24.03827016150063,-18.47572178535993,-23.236021196292466,-11.229570411541099
-15.948504136694895,-20.489084444644945,-20.424106549897452,-22.11091290249537,-12.764787777303239
-14.89397235698666,-21.038540545246864,-17.332312377659804,-26.09503782242664,-9.762658848025977
-12.325981293401364,-23.270452862398145,-19.100594729182433,-23.943650991998933,-10.58067701046085
-14.272292101399927,-24.180616065108282,-18.924402029766785,-19.452534516329933,-9.427173693841867
-12.086278999276418,-18.9498242781233,-16.499918711710713,-22.42294907784588,-10.794044929985606
-15.576212128675852,-21.60462507464468,-17.03155173646813,-20.745698864219893,-11.369065935938231
-13.90950839070078,-19.68220870744231,-18.862265191810774,-23.248157300233714,-10.473007796100108
-11.789528861624822,-19.525046480133607,-18.89358182207547,-23.59829937107182,-11.814916233165546
-12.984945324595888,-18.16603946275345,-16.7316132230257,-20.11243319217649,-11.040854064952956
-15.274972763426854,-17.96974195548131,-14.744637119788484,-21.14414003506406,-10.654671961241027
-12.091417258717447,-17.280874454096093,-17.177580284651093,-22.622874047796074,-10.161659943683986
-13.82872481732993,-18.705779188139854,-18.945927752068158,-21.429184198088464,-10.757292740714798
-14.737875445286381,-20.89192558645971,-14.86518442091883,-22.51423156791345,-8.361146646460725
-12.463619346339321,-19.12531864301524,-15.736802893291701,-21.929185280180103,-9.123132113308856
-12.793884107210623,-16.607542964183924,-15.693204138123075,-20.092555704915604,-10.635258402220083
-12.632945657591318,-20.477050178984026,-14.95026262335683,-21.549761232336717,-8.315328886612845
-11.987541559383876,-19.810697189086852,-16.690619902501517,-20.651953493827243,-10.236676670956212
-11.797069445474119,-16.649995954399518,-14.527889736426443,-19.320284689175498,-9.760686804426891
-11.520658227763889,-16.238566156339168,-13.74009040385335,-17.539999521321405,-8.516785305248925
-11.227572568739745,-16.9071808440048,-15.828685552602229,-18.576608900125564,-8.550655468150211
-11.5065717301501,-18.19592234127413,-14.02270769890832,-17.681050532542645,-9.927063022544715
-10.324987624464708,-16.39228276111572,-14.291650297852305,-18.175914563242685,-7.716875957238967
-11.33005580351476,-16.111094650340757,-14.277823017593352,-17.273843289679846,-8.366367812973017
-10.850915161346991,-18.661748229640597,-13.127546620674272,-16.660330320695774,-8.081927434480642
-11.713568747473431,-18.026780511464214,-14.86836173963625,-18.482561773769845,-7.985621631503775
-10.503711928292475,-13.87527633449162,-12.782856182229859,-18.865949985006544,-7.7784598114039145
-9.604870397081305,-16.295989087095535,-13.99519306714333,-15.21833640764787,-8.522892661480238
-10.447679532902711,-16.362165306164766,-13.353005992339078,-17.652077615887524,-8.169035798477953
-8.579868826284743,-15.599936578890059,-12.692619693830851,-14.152066528203418,-7.475088765653377
-9.424470701419974,-14.927829553765845,-13.163647930850791,-15.428122707211724,-7.305984095324552
-9.327455994970368,-13.854742399389773,-13.074768595301725,-14.97147973805521,-7.620141564594286
-8.396217155767095,-14.179798497482569,-11.888659791551454,-15.9704943850972,-6.7244450728601235
-10.226304455227636,-14.872609096784085,-13.502067663332758,-15.194203379287401,-7.780831811494308
-8.934968193452317,-14.458323944421686,-13.159396485424626,-14.444357997905469,-6.422570361553038
-8.642450581998665,-11.961528948155244,-11.555905367241197,-13.772372850881101,-7.108117417232058
-8.955519554171865,-14.491642995244609,-12.125598965690735,-14.160252431110559,-6.9635779373015145
-9.419984274736372,-12.150126448591697,-11.530545355000575,-14.62737367683269,-7.695010998207583
-8.505571629890023,-13.069760334256621,-10.736511659524465,-13.176081582468916,-6.714416831889924
-8.432548644595716,-13.603354581558703,-11.182852690570527,-12.9143070726659,-5.9988377479901605
-8.517611255733401,-12.233566934877631,-10.770790808980113,-14.131407448317239,-5.694428132175712
-8.064939466658982,-11.665121832816267,-10.022684101031658,-11.285646737515275,-5.995348309640706
-7.476507696853597,-11.314236507809472,-10.799081353547766,-12.639169126690415,-6.642176564727061
-8.930027099438078,-12.47815898050463,-10.352846706206758,-11.950771737053227,-5.150019615554402
-6.724403188203604,-11.468644054487665,-9.753179290319038,-11.612090396979406,-6.6087978751998655
-7.188541751931807,-10.969014441635004,-9.164784190675432,-11.34297123123746,-5.876155061139913
-7.302847646459314,-11.32142402216665,-9.003465361605716,-10.77366324651142,-5.320778345015707
-6.502464417034631,-10.980603232736065,-8.765451421355671,-10.660242249934079,-5.415467365360618
-7.352560148850871,-10.169028309979291,-8.52055294618229,-10.62061549639289,-5.972209378858648
-7.2202339049707565,-10.093395765190929,-8.220035029608033,-9.81339751658149,-5.065697309463163
-5.134346443250475,-9.943053393836397,-7.936393352359012,-11.604232471801572,-5.412006162584203
-6.228308716604697,-10.012167872678662,-7.866393106712533,-9.653731710768112,-4.505585166039922
-5.960693771932968,-8.640821277843852,-7.757473445844501,-9.962963576775394,-4.377493727270126
-6.324169927403339,-10.055136993660803,-8.486515617019167,-9.766457770175455,-4.621209826738458
-5.7059161205486895,-8.8027117227332,-7.546952420943394,-8.004746520872208,-4.753312223353101
-5.31333199794342,-7.716673178357508,-7.0691474661538525,-9.914443172593835,-4.18669187109299
-6.207811342018619,-7.91621462782206,-7.545070238663342,-8.063590679156933,-4.689245283406248
-6.535565974183497,-7.814569092432189,-7.412686178857441,-7.9267336492664295,-3.850872651490797
-5.165832027384925,-8.126888379745626,-6.617316577043618,-8.086278694420903,-3.737136838290103
-5.682464438536737,-6.790271322520983,-6.857141298442416,-7.5695964857788125,-4.371889793741036
-4.47499640186315,-6.967172240075982,-6.2274183509021706,-7.092841969866982,-4.007292235153865
-4.321425997320802,-5.983227631509308,-6.626246644285587,-6.834816225161734,-3.901373365120851
-4.774674613998205,-7.013058734544336,-5.915284094956344,-7.065206360875701,-3.8896822442986
-3.921397199773033,-6.910189521176811,-5.073628572545933,-6.8473885715894305,-3.327807279267567
-4.505223854644784,-6.549271187920962,-5.670818837449821,-6.136553109850594,-3.4141542405446357
-3.8649767684148584,-5.660006617760491,-5.196053014408119,-6.396550185849029,-3.0110264808540967
-3.6694987378165234,-5.9394575582683435,-4.644479277904459,-6.002679009405704,-2.8034691815695094
-3.8028072895495364,-5.64902630394892,-4.138395735882774,-5.20157001074984,-2.9248710135560825
-3.656055613984799,-4.919939964065599,-4.260254441150865,-5.086395788462784,-2.6012550617112877
-3.512296313492659,-5.412607039073988,-3.9872217509342285,-5.559790054863277,-2.6993798868526895
-2.7561177485157855,-5.16899125673204,-3.625543296006379,-4.927026660364064,-2.092035954770343
-3.2519810125086894,-4.112003490170378,-3.743844053342103,-4.247478508542175,-2.192174302855439
-2.926854704820691,-4.248013332281748,-3.4471548610146785,-4.830584783707304,-2.10338418446518
-2.6240949843109527,-4.488618628079853,-2.707206272741975,-4.122686576664567,-1.6867229205655978
-2.678357204044469,-3.646695897788291,-3.68952421308179,-3.6712732932534924,-1.897458820149259
-2.231882112245443,-3.3567772574869417,-3.38091818215749,-3.2867596677677504,-1.4610434141981181
-2.1581811445517785,-3.1391364516235147,-2.6359350003002535,-2.9479820951604725,-1.4824988594122142
-1.6073842803187257,-2.6569142684552176,-2.34417300157518,-3.2082908745410412,-1.5963658296809282
-1.6666384581591493,-2.5365218500519795,-2.618376569138463,-2.9066344405966977,-1.4742002002131118
-1.6999705515618042,-2.763361190697657,-2.0149294908683766,-2.2827392648222826,-1.2553326860235763
-1.3747022843241774,-1.9746173045844009,-1.9938672366474313,-2.1609163777737384,-1.217330802020996
-1.115121530013232,-1.8934525535957905,-1.5994112827019842,-2.275684813370044,-0.9687878769071022
-1.1871012592131185,-1.6757932094066739,-1.332355365711937,-1.399683872629184,-0.9431764343513223
-1.015566246274694,-1.3265094773131607,-1.0886596427306197,-1.5919629810266447,-0.6541803335670525
-0.8283390466492926,-1.1758672681488553,-1.0819810462724375,-1.187310868519578,-0.47438027864241283
-0.7168879008830903,-0.8246732853485652,-0.8006142869472044,-0.9632802145628317,-0.4253221756949736
-0.39670631866538936,-0.6041536291557338,-0.575113291931891,-0.6952808076427852,-0.3022655933697951
-0.2616710065805877,-0.33503979076838775,-0.3146053680292991,-0.4113972746218649,-0.20497761015940139
-0.08689794943316947,-0.11823070775098779,-0.09756571561718394,-0.13458041852936897,-0.06990874295615897
0.07706948515136137,0.13727012967161958,0.10073481386914006,0.13525968099218003,0.07097076006703293
0.2456121346797727,0.3490292387820497,0.3124428683002744,0.4090520135131343,0.19307776717166614
0.3762455284476721,0.6427459919875795,0.549226519556261,0.738107832747572,0.2884193472243896
0.5571134268912712,0.7971561627006586,0.6587174807104412,0.9532777703290712,0.4298035965717589
0.7224895803312041,0.9728529891718662,1.1212848596725467,1.2593510875106357,0.68144527724337
0.932937882469442,1.1867962522001583,1.003697480844795,1.3158448793077149,0.7102952876075792
0.9653481700600197,1.7108576241574383,1.3215165816109231,1.587232821733339,0.8223202512286939
1.4163701137440512,1.9860750733460235,1.6343653562619163,2.0079979530540464,1.037580537110787
1.36553380747069,2.06374891195559,2.0695346974592197,2.0998068815251605,1.0776491769802643
1.7203150793738042,2.5559060901119977,2.0189872522946444,2.4022566604806057,1.1754737221684877
1.839324046186523,2.443968344729164,2.3290281489655524,2.971111043899144,1.4812332042078
1.7279154589906993,2.9073084454303126,2.5855874004599384,2.8711850796155214,1.394261461180977
1.8576442237624542,3.108586852911165,2.8186564280533553,3.1840119689858417,1.4646003721619671
2.05105072199388,3.631730434425393,2.9389306486685367,3.5825228446945023,1.553493323239025
2.4301461715589676,4.043906271728248,3.556255882530666,3.8729919349190305,1.9593458696364308
2.4001812287307573,3.756549543446858,3.2454646877959745,3.753859203699767,1.926892547942774
2.570404124428568,4.2062743632549235,3.8149048285942166,4.676564275803057,2.2292137281586513
2.682544697129649,4.386580011151112,3.9352282980715474,4.801840073152495,1.9845166812160777
3.132964387491384,5.372179481300257,3.4704778871352917,5.094045742407887,2.171654842159235
3.0523600353112483,4.778111642586641,4.601704152650448,5.4918142826837,2.5910564645113077
3.904849992290217,5.224697940071519,3.8900014876508457,6.082308640430138,2.596343395891111
4.090625146360075,5.539361703778636,4.830121707022658,5.304406536199265,2.5430406061614814
3.242535094534292,5.9900591420348945,4.519792005892168,5.898234521783505,2.9100220047458776
4.282551643947954,5.516449155668543,4.638787905580797,6.841797242277874,2.8709378349651256
3.893579051116694,5.935239158085203,5.443391240982765,6.231256817504194,2.9757140136500757
4.67228601437695,6.050877447080252,5.275549875098244,7.014439249995975,3.26117651699286
4.44709989093756,6.567428405348924,5.976737998997251,7.056925789131381,3.8081949707603266
4.5781202544475725,6.674419798397493,6.022036892690475,7.07509704686085,3.626153589297664
4.975384810612866,7.258148533505639,5.396161435388517,7.24767740399338,3.6164298804716166
4.699068817416136,7.652470608503301,5.998182691393104,7.627318025038827,3.4619762161440986
4.921360875117158,8.492158639258056,7.3383343667543635,8.032767215821455,3.65772981486134
5.399752480513098,7.02271767544301,7.155761251404718,8.019668681120054,3.7343628919500906
5.02709161482401,7.222699820815214,7.882417176505502,6.770572644067295,3.7600812810423925
6.168925599563505,8.81237422771871,7.125110521873538,9.953673359593285,4.667244674328872
6.018805503804113,7.700817192381842,7.744310296949278,8.790251803313337,5.016760958272775
5.654410209764619,8.055149234607926,8.383961851078638,9.174860623396608,4.450011973769422
6.0107002160258025,9.819688129026474,7.647988200617103,10.172814716553875,4.302877298662165
6.018387108142306,9.744056906865298,7.502047420795678,9.516111552517065,5.043585958426867
7.001649933971752,9.42589961837482,8.175183124309156,10.099592583759536,5.621415479882119
6.387022504187287,10.242024780445721,8.332102281116812,11.274487896503409,4.7693189949206465
7.82163701490295,11.337211282434062,8.344289513917275,10.996731281345829,5.627337462901196
6.873843263941571,9.695278342811182,8.936811708850628,10.09927195462197,5.989415711673436
7.09619303833678,10.767012873155425,9.204046646797233,10.146561861159626,5.840684430493768
7.845352546326883,11.963866028158668,10.401984464971552,12.575252015412588,6.3683760501536835
7.209486608611912,12.381673036167797,8.824390674759298,12.661300057640641,5.472563502459832
7.023257488868511,11.051050553342426,9.970158403074414,11.69647950760418,5.7688170390636655
9.025251406618645,13.341286131255004,10.565542069314759,13.308802252264243,5.806306897731164
7.2824774699443635,11.004810157750757,11.31895817377274,13.045063671087972,5.537883534911505
8.07559969786043,13.09324675671849,10.014546123658315,12.086533857714517,5.935877759279901
9.063011791399743,13.082933611179122,12.153769633587185,13.610672434816808,6.888881077972558
7.626116812928638,11.585600393670724,10.746211398827723,14.812388212562649,6.265363244936864
9.414781214208162,14.166717191526535,11.333389756662031,12.844739161434934,6.735222949863917
9.082105738870036,13.531543322782504,11.904344291038745,15.044964058593031,6.980327513506154
8.59060942163689,12.4309965323684,10.987379701385922,14.289165386677158,6.567136939649981
9.307766371512098,11.282213820975661,10.91200104659634,15.427342677184441,6.858125206232881
8.614624369102502,12.691796637132173,10.817625408470105,15.000147616314445,6.513720712890842
9.109898423610604,12.33166008361217,14.173023681313712,15.197373652932178,7.637174066071018
9.647304720137985,14.90890115780736,12.580704932070901,16.67513375157065,6.550309887716487
10.362565849890446,16.644638774074178,13.918359849170628,14.57693714950648,8.322227076785502
9.529331834456174,15.235674226813583,13.462291056976854,14.150194148506376,8.707404954909554
9.478167521054308,15.225359532867806,15.03735569954698,15.831080035748794,7.5773624574662515
9.95358835387908,15.538831063993335,15.076352606191259,17.591463984123394,8.441744483644676
10.314000452925841,15.66163078600269,12.373639515903678,18.510983552526962,8.566615096671754
